sales_month,department,category,units_sold,revenue,cost,gross_margin_dollars,gross_margin_rate
2020-02-01,Women,Tops & Tees,5,189.48,110.56,78.92,0.4165
2020-02-01,Men,Underwear,8,174.54,83.87,90.67,0.5195
2020-02-01,Women,Leggings,10,160.2,94.39,65.81,0.4108
2020-02-01,Men,Accessories,3,145.95,56.26,89.69,0.6145
2020-02-01,Women,Skirts,3,77.74,31.96,45.78,0.5888
2020-02-01,Men,Socks,5,63.92,38.18,25.74,0.4027
2020-02-01,Women,Accessories,5,43.41,17.04,26.37,0.6075
2020-02-01,Women,Clothing Sets,1,38.99,25.54,13.45,0.345
2020-02-01,Women,Socks & Hosiery,3,31.99,12.7,19.29,0.6031
2020-03-01,Men,Suits & Sport Coats,11,1419.15,561.38,857.77,0.6044
2020-03-01,Men,Jeans,15,1302.73,697.4,605.33,0.4647
2020-03-01,Men,Sweaters,11,942.09,466.58,475.51,0.5047
2020-03-01,Women,Intimates,24,887.03,474.27,412.76,0.4653
2020-03-01,Women,Outerwear & Coats,6,833.47,386.5,446.97,0.5363
2020-03-01,Men,Fashion Hoodies & Sweatshirts,10,607.76,336.12,271.64,0.4469
2020-03-01,Men,Pants,10,539.07,243.49,295.58,0.5483
2020-03-01,Men,Outerwear & Coats,6,502.29,207.52,294.77,0.5868
2020-03-01,Men,Underwear,17,486.71,234.75,251.96,0.5177
2020-03-01,Women,Dresses,6,427.81,192.86,234.95,0.5492
2020-03-01,Men,Shorts,7,424.69,210.73,213.96,0.5038
2020-03-01,Men,Sleep & Lounge,6,411.23,177.78,233.45,0.5677
2020-03-01,Men,Swim,7,359.61,218.49,141.12,0.3924
2020-03-01,Men,Tops & Tees,9,354.32,195.85,158.47,0.4473
2020-03-01,Women,Jeans,5,329.92,177.06,152.86,0.4633
2020-03-01,Women,Swim,6,328.49,132.56,195.93,0.5964
2020-03-01,Women,Plus,7,304.9,157.81,147.09,0.4824
2020-03-01,Women,Tops & Tees,3,290.43,157.63,132.8,0.4572
2020-03-01,Women,Pants & Capris,7,285.08,155.2,129.88,0.4556
2020-03-01,Men,Accessories,5,262.89,101.58,161.31,0.6136
2020-03-01,Women,Sweaters,3,236.06,99.81,136.25,0.5772
2020-03-01,Women,Maternity,6,232.06,98.86,133.2,0.574
2020-03-01,Women,Sleep & Lounge,6,213.97,130.78,83.19,0.3888
2020-03-01,Women,Active,6,203.46,88.68,114.78,0.5642
2020-03-01,Men,Active,6,201.71,83.31,118.4,0.587
2020-03-01,Women,Shorts,5,172.74,85.26,87.48,0.5064
2020-03-01,Women,Suits,1,127.51,76.63,50.88,0.399
2020-03-01,Women,Fashion Hoodies & Sweatshirts,3,122.99,57.77,65.22,0.5303
2020-03-01,Women,Accessories,4,106.98,45.38,61.6,0.5758
2020-03-01,Women,Socks & Hosiery,5,91.65,36.91,54.74,0.5973
2020-03-01,Women,Skirts,4,72.14,28.77,43.37,0.6011
2020-03-01,Men,Socks,5,70.98,41.9,29.08,0.4097
2020-03-01,Women,Leggings,1,31.99,18.14,13.85,0.433
2020-03-01,Women,Blazers & Jackets,1,19.95,8.02,11.93,0.598
2020-04-01,Women,Dresses,16,1135.32,523.4,611.92,0.539
2020-04-01,Men,Outerwear & Coats,9,925.42,420.07,505.35,0.5461
2020-04-01,Men,Jeans,11,917.54,487.61,429.93,0.4686
2020-04-01,Men,Fashion Hoodies & Sweatshirts,16,907.6,499.68,407.92,0.4494
2020-04-01,Women,Intimates,27,872.67,465.94,406.73,0.4661
2020-04-01,Men,Suits & Sport Coats,7,779.5,299.04,480.46,0.6164
2020-04-01,Men,Shorts,18,738.03,367.59,370.44,0.5019
2020-04-01,Men,Swim,11,650.61,401.37,249.24,0.3831
2020-04-01,Women,Jeans,7,624.22,331.52,292.7,0.4689
2020-04-01,Men,Sweaters,8,574.3,293.58,280.72,0.4888
2020-04-01,Men,Pants,10,553.72,251.83,301.89,0.5452
2020-04-01,Men,Active,6,524.94,205.14,319.8,0.6092
2020-04-01,Men,Accessories,11,515.36,206.71,308.65,0.5989
2020-04-01,Women,Blazers & Jackets,6,498.48,180.01,318.47,0.6389
2020-04-01,Women,Outerwear & Coats,3,451.99,194.28,257.71,0.5702
2020-04-01,Women,Pants & Capris,8,435.47,237.81,197.66,0.4539
2020-04-01,Women,Shorts,8,415.98,210.2,205.78,0.4947
2020-04-01,Women,Fashion Hoodies & Sweatshirts,9,401.0,194.09,206.91,0.516
2020-04-01,Women,Sleep & Lounge,7,377.74,231.4,146.34,0.3874
2020-04-01,Men,Tops & Tees,11,346.48,197.78,148.7,0.4292
2020-04-01,Men,Underwear,14,333.98,155.61,178.37,0.5341
2020-04-01,Men,Sleep & Lounge,8,258.35,102.06,156.29,0.605
2020-04-01,Women,Swim,5,229.97,92.55,137.42,0.5975
2020-04-01,Women,Accessories,10,217.94,90.71,127.23,0.5838
2020-04-01,Men,Socks,13,203.38,122.35,81.03,0.3984
2020-04-01,Women,Maternity,5,191.06,82.69,108.37,0.5672
2020-04-01,Women,Tops & Tees,6,182.46,106.09,76.37,0.4186
2020-04-01,Women,Active,5,167.47,68.39,99.08,0.5916
2020-04-01,Women,Jumpsuits & Rompers,1,129.99,70.58,59.41,0.457
2020-04-01,Women,Plus,4,95.26,47.45,47.81,0.5019
2020-04-01,Women,Leggings,5,91.96,55.29,36.67,0.3988
2020-04-01,Women,Socks & Hosiery,3,59.01,24.9,34.11,0.578
2020-04-01,Women,Suits,2,52.98,32.86,20.12,0.3797
2020-04-01,Women,Skirts,2,33.91,12.62,21.29,0.6277
2020-05-01,Men,Jeans,12,1654.88,874.33,780.55,0.4717
2020-05-01,Women,Outerwear & Coats,6,1353.6,575.16,778.44,0.5751
2020-05-01,Men,Outerwear & Coats,9,1124.33,506.65,617.68,0.5494
2020-05-01,Men,Fashion Hoodies & Sweatshirts,15,1049.77,584.34,465.43,0.4434
2020-05-01,Women,Jeans,8,857.98,470.05,387.93,0.4521
2020-05-01,Women,Dresses,7,808.96,376.56,432.4,0.5345
2020-05-01,Men,Shorts,16,764.42,378.53,385.89,0.5048
2020-05-01,Women,Sweaters,6,688.49,323.4,365.09,0.5303
2020-05-01,Women,Swim,9,674.02,293.53,380.49,0.5645
2020-05-01,Men,Accessories,12,601.6,249.08,352.52,0.586
2020-05-01,Men,Sweaters,9,586.4,287.88,298.52,0.5091
2020-05-01,Men,Sleep & Lounge,16,566.18,226.38,339.8,0.6002
2020-05-01,Women,Intimates,20,565.73,303.02,262.71,0.4644
2020-05-01,Women,Maternity,15,543.43,242.25,301.18,0.5542
2020-05-01,Women,Tops & Tees,6,508.99,277.39,231.6,0.455
2020-05-01,Men,Active,8,484.87,204.84,280.03,0.5775
2020-05-01,Women,Pants & Capris,8,464.92,254.29,210.63,0.453
2020-05-01,Men,Tops & Tees,9,463.39,268.31,195.08,0.421
2020-05-01,Men,Swim,8,394.87,238.37,156.5,0.3963
2020-05-01,Men,Suits & Sport Coats,5,387.87,150.42,237.45,0.6122
2020-05-01,Women,Fashion Hoodies & Sweatshirts,6,343.43,161.23,182.2,0.5305
2020-05-01,Women,Sleep & Lounge,6,326.19,190.52,135.67,0.4159
2020-05-01,Women,Shorts,8,272.36,136.18,136.18,0.5
2020-05-01,Men,Pants,5,258.21,114.72,143.49,0.5557
2020-05-01,Women,Active,8,227.96,93.61,134.35,0.5894
2020-05-01,Men,Underwear,6,170.27,79.49,90.78,0.5331
2020-05-01,Women,Skirts,4,153.05,60.61,92.44,0.604
2020-05-01,Women,Jumpsuits & Rompers,2,150.99,80.66,70.33,0.4658
2020-05-01,Women,Blazers & Jackets,4,143.22,55.3,87.92,0.6139
2020-05-01,Women,Accessories,7,141.84,53.96,87.88,0.6196
2020-05-01,Women,Leggings,4,137.84,80.05,57.79,0.4193
2020-05-01,Women,Suits,1,127.51,76.63,50.88,0.399
2020-05-01,Women,Plus,7,125.74,62.37,63.37,0.504
2020-05-01,Men,Socks,7,89.91,53.7,36.21,0.4028
2020-05-01,Women,Socks & Hosiery,4,80.41,31.45,48.96,0.6089
2020-05-01,Women,Clothing Sets,1,62.99,38.3,24.69,0.392
2020-06-01,Men,Suits & Sport Coats,6,1239.83,488.36,751.47,0.6061
2020-06-01,Men,Jeans,14,1101.24,585.12,516.12,0.4687
2020-06-01,Women,Dresses,10,1099.7,489.26,610.44,0.5551
2020-06-01,Men,Sweaters,12,916.18,445.97,470.21,0.5132
2020-06-01,Men,Tops & Tees,22,894.58,501.59,392.99,0.4393
2020-06-01,Men,Accessories,16,848.38,343.33,505.05,0.5953
2020-06-01,Women,Outerwear & Coats,8,827.36,357.44,469.92,0.568
2020-06-01,Men,Fashion Hoodies & Sweatshirts,14,789.39,439.33,350.06,0.4435
2020-06-01,Women,Jeans,8,741.76,410.04,331.72,0.4472
2020-06-01,Men,Outerwear & Coats,5,721.98,320.93,401.05,0.5555
2020-06-01,Men,Pants,12,719.19,326.38,392.81,0.5462
2020-06-01,Men,Sleep & Lounge,12,682.1,283.14,398.96,0.5849
2020-06-01,Men,Active,8,606.92,236.78,370.14,0.6099
2020-06-01,Women,Intimates,15,515.82,270.68,245.14,0.4752
2020-06-01,Women,Skirts,4,469.95,185.7,284.25,0.6049
2020-06-01,Men,Swim,8,467.16,285.23,181.93,0.3894
2020-06-01,Men,Underwear,15,430.39,199.01,231.38,0.5376
2020-06-01,Women,Swim,9,420.68,177.43,243.25,0.5782
2020-06-01,Men,Shorts,11,413.89,205.65,208.24,0.5031
2020-06-01,Women,Sleep & Lounge,7,411.68,244.87,166.81,0.4052
2020-06-01,Women,Maternity,9,406.34,173.25,233.09,0.5736
2020-06-01,Women,Fashion Hoodies & Sweatshirts,8,398.09,191.19,206.9,0.5197
2020-06-01,Women,Sweaters,6,366.32,162.7,203.62,0.5559
2020-06-01,Women,Tops & Tees,6,344.96,198.06,146.9,0.4259
2020-06-01,Men,Socks,18,344.54,212.92,131.62,0.382
2020-06-01,Women,Accessories,4,259.15,105.21,153.94,0.594
2020-06-01,Women,Pants & Capris,7,219.81,116.78,103.03,0.4687
2020-06-01,Women,Plus,6,205.96,99.47,106.49,0.517
2020-06-01,Women,Shorts,4,190.61,96.59,94.02,0.4933
2020-06-01,Women,Leggings,6,137.95,80.07,57.88,0.4196
2020-06-01,Women,Blazers & Jackets,2,121.72,46.01,75.71,0.622
2020-06-01,Women,Active,4,113.93,51.43,62.5,0.5486
2020-06-01,Women,Clothing Sets,1,95.85,57.32,38.53,0.402
2020-06-01,Women,Socks & Hosiery,2,41.99,15.59,26.4,0.6286
2020-06-01,Women,Jumpsuits & Rompers,1,23.0,11.36,11.64,0.506
2020-07-01,Women,Outerwear & Coats,10,1742.63,778.05,964.58,0.5535
2020-07-01,Men,Jeans,13,1445.14,762.39,682.75,0.4724
2020-07-01,Men,Outerwear & Coats,8,1305.05,574.83,730.22,0.5595
2020-07-01,Women,Dresses,10,1003.28,453.16,550.12,0.5483
2020-07-01,Men,Sweaters,13,954.58,492.39,462.19,0.4842
2020-07-01,Women,Intimates,21,903.61,481.66,421.95,0.467
2020-07-01,Men,Shorts,17,873.01,429.23,443.78,0.5083
2020-07-01,Women,Sweaters,14,861.44,381.59,479.85,0.557
2020-07-01,Women,Jeans,8,860.97,459.16,401.81,0.4667
2020-07-01,Women,Blazers & Jackets,6,811.11,296.11,515.0,0.6349
2020-07-01,Women,Swim,10,798.8,347.2,451.6,0.5653
2020-07-01,Men,Fashion Hoodies & Sweatshirts,12,753.2,424.54,328.66,0.4364
2020-07-01,Men,Tops & Tees,14,695.79,396.65,299.14,0.4299
2020-07-01,Women,Maternity,9,654.41,283.72,370.69,0.5664
2020-07-01,Women,Suits,4,605.12,378.48,226.64,0.3745
2020-07-01,Men,Suits & Sport Coats,7,600.96,232.76,368.2,0.6127
2020-07-01,Men,Pants,12,528.82,246.47,282.35,0.5339
2020-07-01,Men,Swim,11,456.57,269.25,187.32,0.4103
2020-07-01,Women,Plus,10,402.3,196.98,205.32,0.5104
2020-07-01,Women,Sleep & Lounge,7,400.09,244.81,155.28,0.3881
2020-07-01,Women,Shorts,9,398.24,192.54,205.7,0.5165
2020-07-01,Women,Active,10,380.02,160.31,219.71,0.5782
2020-07-01,Women,Fashion Hoodies & Sweatshirts,7,319.37,149.53,169.84,0.5318
2020-07-01,Men,Sleep & Lounge,8,313.46,128.25,185.21,0.5909
2020-07-01,Men,Active,8,291.44,120.42,171.02,0.5868
2020-07-01,Women,Pants & Capris,8,275.91,142.23,133.68,0.4845
2020-07-01,Men,Accessories,8,265.66,111.11,154.55,0.5818
2020-07-01,Men,Socks,12,259.39,157.59,101.8,0.3924
2020-07-01,Men,Underwear,9,207.61,98.98,108.63,0.5233
2020-07-01,Women,Tops & Tees,4,137.58,76.9,60.68,0.441
2020-07-01,Women,Accessories,6,131.68,51.95,79.73,0.6055
2020-07-01,Women,Socks & Hosiery,9,119.8,49.24,70.56,0.589
2020-07-01,Women,Skirts,2,104.99,41.66,63.33,0.6032
2020-07-01,Women,Jumpsuits & Rompers,1,13.21,7.12,6.09,0.461
2020-07-01,Women,Leggings,1,8.37,5.03,3.34,0.399
2020-08-01,Men,Outerwear & Coats,14,2817.8,1293.69,1524.11,0.5409
2020-08-01,Men,Jeans,18,2021.52,1100.71,920.81,0.4555
2020-08-01,Women,Dresses,15,1688.27,769.71,918.56,0.5441
2020-08-01,Men,Suits & Sport Coats,11,1387.36,557.7,829.66,0.598
2020-08-01,Men,Tops & Tees,23,1245.14,704.48,540.66,0.4342
2020-08-01,Women,Outerwear & Coats,4,1226.25,576.57,649.68,0.5298
2020-08-01,Men,Fashion Hoodies & Sweatshirts,16,923.9,504.63,419.27,0.4538
2020-08-01,Women,Intimates,26,839.11,440.9,398.21,0.4746
2020-08-01,Men,Pants,13,796.32,366.86,429.46,0.5393
2020-08-01,Men,Sweaters,11,740.13,376.87,363.26,0.4908
2020-08-01,Women,Jeans,8,687.9,380.56,307.34,0.4468
2020-08-01,Men,Swim,13,642.96,380.92,262.04,0.4076
2020-08-01,Women,Fashion Hoodies & Sweatshirts,8,585.84,265.41,320.43,0.547
2020-08-01,Women,Swim,11,568.3,235.27,333.03,0.586
2020-08-01,Men,Shorts,11,567.7,286.18,281.52,0.4959
2020-08-01,Women,Suits,4,560.59,325.35,235.24,0.4196
2020-08-01,Men,Sleep & Lounge,11,547.58,216.21,331.37,0.6052
2020-08-01,Women,Sweaters,10,533.66,239.29,294.37,0.5516
2020-08-01,Men,Accessories,11,507.04,206.31,300.73,0.5931
2020-08-01,Women,Blazers & Jackets,5,468.0,177.74,290.26,0.6202
2020-08-01,Men,Underwear,15,442.15,203.9,238.25,0.5388
2020-08-01,Men,Active,12,388.42,158.57,229.85,0.5917
2020-08-01,Women,Shorts,8,383.64,198.01,185.63,0.4839
2020-08-01,Women,Accessories,8,373.14,152.0,221.14,0.5926
2020-08-01,Women,Sleep & Lounge,9,370.93,223.34,147.59,0.3979
2020-08-01,Women,Active,8,365.58,160.97,204.61,0.5597
2020-08-01,Men,Socks,15,277.37,171.02,106.35,0.3834
2020-08-01,Women,Plus,11,264.95,136.67,128.28,0.4842
2020-08-01,Women,Tops & Tees,7,259.44,142.34,117.1,0.4513
2020-08-01,Women,Pants & Capris,5,182.87,94.13,88.74,0.4853
2020-08-01,Women,Skirts,5,152.87,62.5,90.37,0.5911
2020-08-01,Women,Maternity,5,143.5,64.29,79.21,0.552
2020-08-01,Women,Jumpsuits & Rompers,1,98.0,52.63,45.37,0.463
2020-08-01,Women,Socks & Hosiery,5,78.39,30.5,47.89,0.6109
2020-08-01,Women,Leggings,3,36.89,22.58,14.31,0.388
2020-08-01,Women,Clothing Sets,1,34.5,21.01,13.49,0.391
2020-09-01,Men,Sleep & Lounge,18,2055.79,837.01,1218.78,0.5929
2020-09-01,Men,Suits & Sport Coats,12,1682.09,654.36,1027.73,0.611
2020-09-01,Men,Jeans,16,1531.42,810.29,721.13,0.4709
2020-09-01,Men,Outerwear & Coats,14,1457.92,649.04,808.88,0.5548
2020-09-01,Women,Blazers & Jackets,7,1198.56,412.93,785.63,0.6555
2020-09-01,Men,Fashion Hoodies & Sweatshirts,20,1022.37,563.6,458.77,0.4487
2020-09-01,Women,Outerwear & Coats,9,1011.08,449.82,561.26,0.5551
2020-09-01,Men,Sweaters,16,981.34,490.72,490.62,0.5
2020-09-01,Men,Tops & Tees,24,973.7,545.42,428.28,0.4398
2020-09-01,Women,Shorts,15,879.16,438.86,440.3,0.5008
2020-09-01,Women,Fashion Hoodies & Sweatshirts,15,811.78,390.68,421.1,0.5187
2020-09-01,Women,Pants & Capris,9,781.5,413.03,368.47,0.4715
2020-09-01,Women,Tops & Tees,13,707.15,390.33,316.82,0.448
2020-09-01,Women,Jeans,9,687.97,371.67,316.3,0.4598
2020-09-01,Men,Pants,13,601.47,275.45,326.02,0.542
2020-09-01,Women,Swim,9,538.16,227.74,310.42,0.5768
2020-09-01,Women,Intimates,20,537.1,282.92,254.18,0.4732
2020-09-01,Men,Underwear,16,494.88,230.3,264.58,0.5346
2020-09-01,Men,Shorts,11,478.43,236.27,242.16,0.5062
2020-09-01,Men,Swim,9,437.91,271.45,166.46,0.3801
2020-09-01,Men,Accessories,8,427.01,170.11,256.9,0.6016
2020-09-01,Men,Active,8,411.29,174.2,237.09,0.5764
2020-09-01,Women,Maternity,7,337.21,145.75,191.46,0.5678
2020-09-01,Women,Plus,8,324.2,160.32,163.88,0.5055
2020-09-01,Women,Leggings,13,310.6,180.28,130.32,0.4196
2020-09-01,Men,Socks,14,282.96,169.01,113.95,0.4027
2020-09-01,Women,Accessories,10,265.97,111.04,154.93,0.5825
2020-09-01,Women,Dresses,3,215.86,104.74,111.12,0.5148
2020-09-01,Women,Socks & Hosiery,10,188.43,76.68,111.75,0.5931
2020-09-01,Women,Suits,2,180.36,108.58,71.78,0.398
2020-09-01,Women,Sleep & Lounge,5,132.98,79.17,53.81,0.4047
2020-09-01,Women,Skirts,3,97.88,41.64,56.24,0.5745
2020-09-01,Women,Sweaters,3,78.48,36.78,41.7,0.5314
2020-09-01,Women,Active,3,72.98,31.59,41.39,0.5672
2020-10-01,Men,Jeans,21,2020.93,1090.75,930.18,0.4603
2020-10-01,Men,Pants,30,1481.36,672.16,809.2,0.5463
2020-10-01,Men,Outerwear & Coats,11,1375.86,609.51,766.35,0.557
2020-10-01,Women,Intimates,34,1345.93,714.81,631.12,0.4689
2020-10-01,Men,Suits & Sport Coats,13,1343.03,545.74,797.29,0.5937
2020-10-01,Men,Active,11,1266.31,546.63,719.68,0.5683
2020-10-01,Men,Sweaters,15,1179.85,575.17,604.68,0.5125
2020-10-01,Women,Jeans,12,1174.81,632.55,542.26,0.4616
2020-10-01,Women,Outerwear & Coats,6,1093.36,496.22,597.14,0.5461
2020-10-01,Women,Sweaters,15,1080.35,497.41,582.94,0.5396
2020-10-01,Women,Swim,17,1063.18,458.01,605.17,0.5692
2020-10-01,Men,Shorts,20,916.84,445.08,471.76,0.5146
2020-10-01,Men,Swim,14,844.13,510.82,333.31,0.3949
2020-10-01,Men,Fashion Hoodies & Sweatshirts,14,831.91,459.18,372.73,0.448
2020-10-01,Men,Sleep & Lounge,17,829.75,325.09,504.66,0.6082
2020-10-01,Men,Accessories,24,803.84,321.95,481.89,0.5995
2020-10-01,Women,Blazers & Jackets,7,715.93,269.28,446.65,0.6239
2020-10-01,Women,Accessories,15,705.27,283.67,421.6,0.5978
2020-10-01,Women,Dresses,8,663.51,292.45,371.06,0.5592
2020-10-01,Women,Active,11,605.22,252.35,352.87,0.583
2020-10-01,Men,Underwear,19,594.4,274.6,319.8,0.538
2020-10-01,Women,Maternity,14,586.33,256.16,330.17,0.5631
2020-10-01,Women,Sleep & Lounge,10,544.74,330.62,214.12,0.3931
2020-10-01,Men,Tops & Tees,12,416.88,231.38,185.5,0.445
2020-10-01,Women,Plus,13,393.6,206.16,187.44,0.4762
2020-10-01,Women,Suits,3,390.98,239.05,151.93,0.3886
2020-10-01,Women,Fashion Hoodies & Sweatshirts,7,343.08,164.83,178.25,0.5196
2020-10-01,Women,Pants & Capris,7,331.45,177.92,153.53,0.4632
2020-10-01,Women,Tops & Tees,11,294.57,162.55,132.02,0.4482
2020-10-01,Men,Socks,13,225.26,132.15,93.11,0.4133
2020-10-01,Women,Shorts,7,193.35,93.58,99.77,0.516
2020-10-01,Women,Leggings,8,192.28,116.61,75.67,0.3936
2020-10-01,Women,Socks & Hosiery,7,114.77,44.86,69.91,0.6092
2020-10-01,Women,Skirts,2,74.96,29.86,45.1,0.6017
2020-10-01,Women,Jumpsuits & Rompers,3,35.54,19.05,16.49,0.4641
2020-11-01,Men,Outerwear & Coats,16,3645.77,1565.43,2080.34,0.5706
2020-11-01,Men,Suits & Sport Coats,13,1389.33,557.35,831.98,0.5988
2020-11-01,Women,Outerwear & Coats,10,1227.08,540.81,686.27,0.5593
2020-11-01,Women,Jeans,11,1137.96,617.32,520.64,0.4575
2020-11-01,Men,Jeans,12,1056.02,570.22,485.8,0.46
2020-11-01,Women,Maternity,15,1026.7,468.2,558.5,0.544
2020-11-01,Women,Intimates,26,885.74,466.04,419.7,0.4738
2020-11-01,Men,Shorts,18,884.53,433.9,450.63,0.5095
2020-11-01,Men,Pants,17,836.11,376.31,459.8,0.5499
2020-11-01,Women,Swim,10,745.2,315.11,430.09,0.5772
2020-11-01,Men,Tops & Tees,19,734.67,417.65,317.02,0.4315
2020-11-01,Women,Dresses,10,685.52,303.15,382.37,0.5578
2020-11-01,Men,Accessories,9,655.66,257.52,398.14,0.6072
2020-11-01,Men,Active,11,629.42,267.53,361.89,0.575
2020-11-01,Men,Sweaters,10,619.41,324.74,294.67,0.4757
2020-11-01,Men,Fashion Hoodies & Sweatshirts,10,587.02,328.8,258.22,0.4399
2020-11-01,Men,Swim,11,557.98,336.85,221.13,0.3963
2020-11-01,Women,Sweaters,5,500.94,233.07,267.87,0.5347
2020-11-01,Women,Fashion Hoodies & Sweatshirts,7,493.0,238.98,254.02,0.5153
2020-11-01,Men,Underwear,16,456.88,218.5,238.38,0.5218
2020-11-01,Women,Accessories,10,449.26,189.56,259.7,0.5781
2020-11-01,Women,Pants & Capris,6,447.82,233.23,214.59,0.4792
2020-11-01,Women,Jumpsuits & Rompers,3,372.0,198.27,173.73,0.467
2020-11-01,Men,Sleep & Lounge,11,353.92,135.68,218.24,0.6166
2020-11-01,Women,Sleep & Lounge,7,291.79,175.04,116.75,0.4001
2020-11-01,Women,Plus,9,288.81,145.59,143.22,0.4959
2020-11-01,Women,Shorts,8,282.94,136.83,146.11,0.5164
2020-11-01,Women,Blazers & Jackets,8,282.39,110.74,171.65,0.6078
2020-11-01,Women,Tops & Tees,9,280.25,161.1,119.15,0.4252
2020-11-01,Women,Active,6,239.96,103.2,136.76,0.5699
2020-11-01,Women,Leggings,8,220.33,130.71,89.62,0.4068
2020-11-01,Men,Socks,10,163.77,100.36,63.41,0.3872
2020-11-01,Women,Suits,1,139.0,81.45,57.55,0.414
2020-11-01,Women,Skirts,4,113.98,42.38,71.6,0.6282
2020-11-01,Women,Socks & Hosiery,5,76.3,30.79,45.51,0.5964
2020-12-01,Men,Jeans,22,1937.83,1023.33,914.5,0.4719
2020-12-01,Women,Outerwear & Coats,8,1346.51,607.72,738.79,0.5487
2020-12-01,Men,Suits & Sport Coats,14,1226.45,506.1,720.35,0.5873
2020-12-01,Women,Jeans,10,1162.05,621.89,540.16,0.4648
2020-12-01,Men,Outerwear & Coats,10,1116.86,498.15,618.71,0.554
2020-12-01,Men,Sweaters,18,1099.89,549.53,550.36,0.5004
2020-12-01,Men,Sleep & Lounge,14,993.47,397.92,595.55,0.5995
2020-12-01,Women,Intimates,33,899.35,479.25,420.1,0.4671
2020-12-01,Women,Dresses,9,884.84,404.04,480.8,0.5434
2020-12-01,Women,Sweaters,13,863.43,395.46,467.97,0.542
2020-12-01,Women,Blazers & Jackets,5,860.98,333.29,527.69,0.6129
2020-12-01,Men,Swim,15,774.85,454.5,320.35,0.4134
2020-12-01,Women,Maternity,13,743.88,319.66,424.22,0.5703
2020-12-01,Men,Shorts,15,712.61,356.02,356.59,0.5004
2020-12-01,Men,Pants,11,704.44,337.15,367.29,0.5214
2020-12-01,Men,Fashion Hoodies & Sweatshirts,14,656.55,360.9,295.65,0.4503
2020-12-01,Women,Suits,5,611.52,366.3,245.22,0.401
2020-12-01,Women,Fashion Hoodies & Sweatshirts,11,552.53,263.27,289.26,0.5235
2020-12-01,Men,Underwear,18,496.95,232.36,264.59,0.5324
2020-12-01,Men,Tops & Tees,11,464.8,260.03,204.77,0.4406
2020-12-01,Women,Active,4,444.99,171.65,273.34,0.6143
2020-12-01,Women,Pants & Capris,8,417.71,217.55,200.16,0.4792
2020-12-01,Men,Accessories,9,414.32,167.36,246.96,0.5961
2020-12-01,Women,Skirts,7,411.46,174.54,236.92,0.5758
2020-12-01,Women,Swim,5,408.89,165.53,243.36,0.5952
2020-12-01,Women,Shorts,8,370.16,188.5,181.66,0.4908
2020-12-01,Men,Active,10,305.18,128.33,176.85,0.5795
2020-12-01,Women,Plus,9,245.3,121.62,123.68,0.5042
2020-12-01,Women,Sleep & Lounge,6,243.96,142.27,101.69,0.4168
2020-12-01,Men,Socks,11,204.53,122.48,82.05,0.4012
2020-12-01,Women,Clothing Sets,1,199.95,121.37,78.58,0.393
2020-12-01,Women,Tops & Tees,6,193.21,108.42,84.79,0.4389
2020-12-01,Women,Accessories,12,188.3,78.58,109.72,0.5827
2020-12-01,Women,Jumpsuits & Rompers,3,172.88,93.01,79.87,0.462
2020-12-01,Women,Leggings,8,170.71,102.92,67.79,0.3971
2020-12-01,Women,Socks & Hosiery,9,167.16,68.91,98.25,0.5878
2021-01-01,Women,Dresses,25,2530.74,1116.43,1414.31,0.5589
2021-01-01,Women,Outerwear & Coats,12,2261.76,1013.53,1248.23,0.5519
2021-01-01,Men,Jeans,19,2194.91,1161.62,1033.29,0.4708
2021-01-01,Men,Sweaters,20,2150.08,1054.71,1095.37,0.5095
2021-01-01,Women,Jeans,17,2009.1,1075.37,933.73,0.4647
2021-01-01,Men,Outerwear & Coats,10,1776.76,807.1,969.66,0.5457
2021-01-01,Women,Active,15,1629.54,679.2,950.34,0.5832
2021-01-01,Men,Pants,22,1599.5,730.27,869.23,0.5434
2021-01-01,Women,Intimates,42,1541.6,823.61,717.99,0.4657
2021-01-01,Men,Suits & Sport Coats,7,1436.84,547.98,888.86,0.6186
2021-01-01,Men,Fashion Hoodies & Sweatshirts,22,1416.26,781.51,634.75,0.4482
2021-01-01,Women,Blazers & Jackets,10,1255.44,458.85,796.59,0.6345
2021-01-01,Men,Active,11,1162.94,482.39,680.55,0.5852
2021-01-01,Women,Sweaters,15,1148.23,529.16,619.07,0.5392
2021-01-01,Women,Swim,16,1069.13,432.92,636.21,0.5951
2021-01-01,Men,Sleep & Lounge,18,997.37,404.67,592.7,0.5943
2021-01-01,Women,Maternity,19,973.28,432.66,540.62,0.5555
2021-01-01,Women,Fashion Hoodies & Sweatshirts,16,915.55,440.05,475.5,0.5194
2021-01-01,Women,Pants & Capris,16,902.85,469.49,433.36,0.48
2021-01-01,Men,Accessories,13,832.41,324.97,507.44,0.6096
2021-01-01,Men,Tops & Tees,18,761.98,434.05,327.93,0.4304
2021-01-01,Women,Accessories,16,677.22,268.83,408.39,0.603
2021-01-01,Men,Swim,12,673.36,392.35,281.01,0.4173
2021-01-01,Men,Shorts,14,617.24,306.34,310.9,0.5037
2021-01-01,Women,Sleep & Lounge,14,606.64,365.26,241.38,0.3979
2021-01-01,Women,Skirts,7,518.91,202.33,316.58,0.6101
2021-01-01,Men,Underwear,19,507.19,231.43,275.76,0.5437
2021-01-01,Women,Tops & Tees,11,496.67,289.41,207.26,0.4173
