brand,category,department,units_sold,revenue,cost,gross_margin_dollars,gross_margin_rate
Prontomoda,Suits & Sport Coats,Men,46,4077.7,1620.18,2457.52,0.6027
Swim 365,Swim,Women,55,4199.45,1749.37,2450.08,0.5834
laundry by SHELLI SEGAL,Outerwear & Coats,Women,30,4328.88,1880.83,2448.05,0.5655
C-IN2,Underwear,Men,171,4687.23,2243.92,2443.31,0.5213
Patty,Dresses,Women,112,4326.91,1890.97,2435.94,0.563
Eliza J,Dresses,Women,29,4431.37,1996.51,2434.86,0.5495
Anita,Maternity,Women,68,4342.52,1911.66,2430.86,0.5598
FactoryExtreme,Suits & Sport Coats,Men,18,4094.64,1668.74,2425.9,0.5925
7 Diamonds,Suits & Sport Coats,Men,19,4239.7,1815.05,2424.65,0.5719
La Blanca,Swim,Women,51,4128.82,1707.21,2421.61,0.5865
GUESS,Jeans,Men,51,5277.0,2862.02,2414.98,0.4576
Fox,Swim,Men,114,5808.45,3402.31,2406.14,0.4142
2XU,Active,Men,51,4045.92,1648.46,2397.46,0.5926
Emporio Armani,Underwear,Men,144,4552.29,2156.38,2395.91,0.5263
Trina Turk,Outerwear & Coats,Women,16,4284.3,1895.68,2388.62,0.5575
Y&G,Suits & Sport Coats,Men,111,4045.45,1663.26,2382.19,0.5889
Geoffrey Beene,Pants,Men,120,4392.73,2012.05,2380.68,0.542
TYR,Swim,Women,66,4072.58,1698.37,2374.21,0.583
SmartWool,Sweaters,Men,37,5042.97,2669.72,2373.25,0.4706
Rodd & Gunn,Sweaters,Men,31,4775.0,2409.11,2365.89,0.4955
Bottoms Out,Sleep & Lounge,Men,173,3920.59,1557.32,2363.27,0.6028
Daniel Buchler,Sleep & Lounge,Men,72,3934.98,1584.85,2350.13,0.5972
Michael Kors,Sweaters,Men,21,4614.75,2266.44,2348.31,0.5089
LRG,Fashion Hoodies & Sweatshirts,Men,69,5101.93,2757.4,2344.53,0.4595
Vanity Fair,Intimates,Women,219,4981.98,2645.58,2336.4,0.469
Bolzano,Suits & Sport Coats,Men,55,3897.25,1562.92,2334.33,0.599
Activewear Apparel,Fashion Hoodies & Sweatshirts,Women,112,4331.88,1998.93,2332.95,0.5386
Woolrich,Outerwear & Coats,Women,32,4261.2,1928.79,2332.41,0.5474
ECHO,Swim,Women,58,4038.16,1706.07,2332.09,0.5775
SEX NIGHT,Intimates,Women,210,4910.0,2578.09,2331.91,0.4749
Volcom,Shorts,Men,96,4715.8,2384.55,2331.25,0.4943
Olian,Maternity,Women,39,4205.15,1875.96,2329.19,0.5539
Everly Grey,Maternity,Women,66,4080.5,1760.07,2320.43,0.5687
Knothe,Sleep & Lounge,Men,80,3826.49,1511.56,2314.93,0.605
Nike,Socks,Men,67,5742.71,3429.9,2312.81,0.4027
Original Penguin,Suits & Sport Coats,Men,18,3864.43,1557.95,2306.48,0.5968
Autumn Cashmere,Sweaters,Women,13,3882.0,1578.76,2303.24,0.5933
Russell Athletic,Active,Men,149,3926.64,1625.1,2301.54,0.5861
Affliction,Jeans,Men,36,4907.6,2606.44,2301.16,0.4689
Orvis,Sweaters,Women,38,4098.0,1801.74,2296.26,0.5603
Patty,Tops & Tees,Women,161,5176.61,2895.63,2280.98,0.4406
MiH Jeans,Blazers & Jackets,Women,7,3465.0,1188.5,2276.5,0.657
Trina Turk,Pants & Capris,Women,27,4907.86,2638.99,2268.87,0.4623
Ecoscapes,Maternity,Women,106,3982.95,1717.42,2265.53,0.5688
Tru-Spec,Pants,Men,73,4106.43,1842.78,2263.65,0.5512
American Apparel,Shorts,Women,119,4545.0,2288.52,2256.48,0.4965
Ed Garments,Sweaters,Men,85,4511.15,2259.01,2252.14,0.4992
Pearl iZUMi,Active,Men,51,3819.41,1571.08,2248.33,0.5887
Tommy Hilfiger,Tops & Tees,Men,132,4958.06,2717.49,2240.57,0.4519
Calvin Klein,Shorts,Men,77,4484.43,2253.99,2230.44,0.4974
Roxy,Shorts,Women,119,4461.03,2231.09,2229.94,0.4999
Skedouche,Sweaters,Men,56,4354.44,2126.31,2228.13,0.5117
U.S. Polo Assn.,Tops & Tees,Men,162,5058.11,2830.52,2227.59,0.4404
Oakley,Swim,Men,76,5438.47,3216.25,2222.22,0.4086
Cole Haan,Outerwear & Coats,Men,12,3832.5,1629.55,2202.95,0.5748
GUESS,Jeans,Women,41,4971.0,2783.52,2187.48,0.44
G-Star,Sweaters,Men,46,4364.65,2180.74,2183.91,0.5004
JAG,Swim,Women,59,3682.0,1499.6,2182.4,0.5927
Ibex,Active,Women,35,3615.0,1434.59,2180.41,0.6032
Lindy Bop,Dresses,Women,85,3982.15,1804.78,2177.37,0.5468
Pendleton,Skirts,Women,40,3569.37,1398.43,2170.94,0.6082
Filson,Outerwear & Coats,Men,23,4078.0,1907.89,2170.11,0.5322
Zero Restriction,Outerwear & Coats,Men,9,3555.0,1390.01,2164.99,0.609
Harley-Davidson,Tops & Tees,Men,147,4981.8,2824.76,2157.04,0.433
Woolrich,Sweaters,Women,42,3975.55,1820.53,2155.02,0.5421
Joe's Jeans,Blazers & Jackets,Women,13,3618.0,1474.46,2143.54,0.5925
Bali,Plus,Women,83,4453.05,2311.85,2141.2,0.4808
BGSD,Outerwear & Coats,Men,24,3839.86,1704.12,2135.74,0.5562
Football Fanatics,Fashion Hoodies & Sweatshirts,Men,93,4821.35,2688.06,2133.29,0.4425
7 For All Mankind,Suits & Sport Coats,Men,10,3415.97,1289.25,2126.72,0.6226
Tommy Bahama,Sweaters,Men,48,4350.0,2225.14,2124.86,0.4885
Dickies,Jeans,Men,109,4593.97,2469.13,2124.84,0.4625
A:X Armani Exchange,Sweaters,Men,33,4174.0,2051.17,2122.83,0.5086
Casual Moments,Sleep & Lounge,Women,105,5444.72,3323.64,2121.08,0.3896
NEFF,Fashion Hoodies & Sweatshirts,Men,79,4634.25,2514.71,2119.54,0.4574
Suzi Chin,Dresses,Women,32,3820.91,1705.44,2115.47,0.5537
Faconnable,Suits & Sport Coats,Men,7,3412.5,1300.16,2112.34,0.619
Carhartt,Fashion Hoodies & Sweatshirts,Men,54,4887.72,2780.29,2107.43,0.4312
HOBO,Accessories,Women,43,3526.61,1421.94,2104.67,0.5968
Cianni,Outerwear & Coats,Men,37,3778.15,1673.88,2104.27,0.557
Hanro,Intimates,Women,66,4414.11,2310.08,2104.03,0.4767
Ed Hardy,Fashion Hoodies & Sweatshirts,Men,92,4577.2,2478.56,2098.64,0.4585
Prom21,Dresses,Women,23,3687.0,1594.98,2092.02,0.5674
Faconnable,Sweaters,Men,22,4254.06,2165.98,2088.08,0.4908
RVCA,Jeans,Men,62,4629.7,2542.68,2087.02,0.4508
Overland Sheepskin Co,Outerwear & Coats,Men,10,3750.0,1672.15,2077.85,0.5541
Michael Kors,Outerwear & Coats,Men,23,3545.83,1468.37,2077.46,0.5859
Lee,Jeans,Men,122,4442.09,2372.23,2069.86,0.466
Columbia,Shorts,Men,89,4137.56,2078.11,2059.45,0.4977
Paul Malone,Suits & Sport Coats,Men,61,3356.9,1300.82,2056.08,0.6125
Underworks,Underwear,Men,88,3860.12,1804.43,2055.69,0.5325
Gary Majdell Sport,Swim,Men,245,5125.25,3070.16,2055.09,0.401
Club Room,Suits & Sport Coats,Men,19,3394.86,1341.97,2052.89,0.6047
Cole Haan,Outerwear & Coats,Women,13,3530.26,1493.44,2036.82,0.577
SPY,Accessories,Men,31,3227.13,1193.9,2033.23,0.63
ZOO YORK,Fashion Hoodies & Sweatshirts,Men,77,4505.99,2476.63,2029.36,0.4504
The North Face,Active,Women,8,3654.0,1626.94,2027.06,0.5548
Ralph Lauren,Tops & Tees,Men,73,4637.18,2616.34,2020.84,0.4358
Impact Fitness,Maternity,Women,50,3597.5,1577.58,2019.92,0.5615
Ice,Suits,Women,113,5216.87,3197.98,2018.89,0.387
DKNYC,Blazers & Jackets,Women,25,3241.02,1224.56,2016.46,0.6222
Volcom,Pants,Men,46,3731.53,1729.5,2002.03,0.5365
American Apparel,Fashion Hoodies & Sweatshirts,Women,81,3671.97,1675.02,1996.95,0.5438
LRG,Jeans,Men,56,4169.6,2172.72,1996.88,0.4789
BGSD,Outerwear & Coats,Women,17,3639.83,1645.26,1994.57,0.548
Barely There,Intimates,Women,170,4170.79,2177.35,1993.44,0.478
Diesel,Tops & Tees,Men,61,4697.6,2704.35,1993.25,0.4243
Jantzen,Swim,Women,40,3389.45,1399.91,1989.54,0.587
Tracy Reese,Dresses,Women,9,3882.0,1895.59,1986.41,0.5117
Nicole Miller,Outerwear & Coats,Women,26,3519.4,1542.03,1977.37,0.5618
Jordan,Outerwear & Coats,Men,4,3612.0,1636.24,1975.76,0.547
Allegra K,Fashion Hoodies & Sweatshirts,Men,226,4414.14,2443.16,1970.98,0.4465
Ed Hardy,Sleep & Lounge,Men,107,3247.43,1283.76,1963.67,0.6047
Burnside,Shorts,Men,119,3889.58,1930.67,1958.91,0.5036
Jessica Simpson,Outerwear & Coats,Women,28,3513.05,1556.29,1956.76,0.557
American Apparel,Pants,Men,54,3553.0,1599.76,1953.24,0.5497
Nicole Miller,Jumpsuits & Rompers,Women,8,4400.0,2450.8,1949.2,0.443
Karen Kane,Skirts,Women,55,3270.36,1321.51,1948.85,0.5959
Nautica,Tops & Tees,Men,86,4318.02,2371.42,1946.6,0.4508
Alfani,Suits & Sport Coats,Men,20,3071.66,1132.1,1939.56,0.6314
Polo Ralph Lauren,Fashion Hoodies & Sweatshirts,Men,40,4379.88,2443.57,1936.31,0.4421
Bullhead,Pants,Men,80,3549.74,1614.92,1934.82,0.5451
Dickies,Pants,Men,95,3654.61,1723.92,1930.69,0.5283
Swim Systems,Swim,Women,35,3276.0,1353.96,1922.04,0.5867
Tokidoki,Fashion Hoodies & Sweatshirts,Women,57,3592.7,1680.25,1912.45,0.5323
Lee,Jeans,Women,128,4244.64,2332.78,1911.86,0.4504
Wool Overs,Sweaters,Men,90,3914.0,2013.26,1900.74,0.4856
FineBrandShop,Outerwear & Coats,Women,84,3446.5,1556.81,1889.69,0.5483
RVCA,Fashion Hoodies & Sweatshirts,Men,66,4043.65,2157.65,1886.0,0.4664
DREAMS,Sleep & Lounge,Women,160,4616.4,2736.35,1880.05,0.4073
Diesel,Sleep & Lounge,Men,60,3152.45,1272.58,1879.87,0.5963
Anne Klein,Skirts,Women,42,3146.47,1268.54,1877.93,0.5968
Allegra K,Tops & Tees,Women,403,4290.77,2415.14,1875.63,0.4371
Calvin Klein,Blazers & Jackets,Women,31,3090.15,1218.93,1871.22,0.6055
Wrangler,Shorts,Men,116,3823.22,1952.82,1870.4,0.4892
Alexander Del Rossa,Sleep & Lounge,Women,117,4666.83,2798.0,1868.83,0.4004
Sean John,Suits & Sport Coats,Men,23,3189.77,1322.2,1867.57,0.5855
prAna,Active,Women,36,3248.0,1384.05,1863.95,0.5739
Diesel,Swim,Men,73,4477.4,2615.48,1861.92,0.4158
NoeMie,Dresses,Women,46,3314.89,1456.44,1858.45,0.5606
Cinch,Jeans,Men,59,4052.41,2196.87,1855.54,0.4579
American Apparel,Skirts,Women,78,3044.0,1189.15,1854.85,0.6093
Moods of Norway,Sweaters,Men,22,3578.0,1726.63,1851.37,0.5174
IZOD,Pants,Men,60,3337.94,1491.34,1846.6,0.5532
Lee,Shorts,Men,94,3605.92,1761.41,1844.51,0.5115
Ballin,Pants,Men,20,3229.97,1386.01,1843.96,0.5709
Level 99,Jeans,Women,36,4092.0,2248.41,1843.59,0.4505
Nine West,Dresses,Women,29,3270.5,1432.98,1837.52,0.5618
Cashmere Boutique,Sweaters,Women,28,3202.0,1366.69,1835.31,0.5732
RVCA,Swim,Men,82,4603.14,2771.42,1831.72,0.3979
Gold Toe,Socks,Men,205,4680.15,2849.1,1831.05,0.3912
Le Mystere,Intimates,Women,51,3909.91,2079.11,1830.8,0.4682
Karen Kane,Blazers & Jackets,Women,25,2878.03,1049.44,1828.59,0.6354
Calvin Klein Jeans,Jeans,Men,61,3949.78,2122.84,1826.94,0.4625
Hurley,Shorts,Women,93,3602.08,1776.11,1825.97,0.5069
Hurley,Tops & Tees,Men,135,4218.66,2393.6,1825.06,0.4326
Champion,Intimates,Women,111,3909.63,2085.49,1824.14,0.4666
Roxy,Sweaters,Women,59,3368.85,1550.28,1818.57,0.5398
J.C. Rags,Pants,Men,42,3514.07,1698.48,1815.59,0.5167
Under Armour,Active,Men,84,3134.84,1324.09,1810.75,0.5776
Merrell,Outerwear & Coats,Women,13,3242.8,1432.61,1810.19,0.5582
Kensie,Dresses,Women,33,3235.96,1426.61,1809.35,0.5591
Williams Cashmere,Sweaters,Men,38,3575.1,1766.72,1808.38,0.5058
Marina West,Swim,Women,92,3071.75,1264.41,1807.34,0.5884
Hanro,Underwear,Men,53,3306.0,1502.51,1803.49,0.5455
Calvin Klein,Intimates,Women,181,3884.8,2084.21,1800.59,0.4635
Felina,Intimates,Women,115,3780.51,1986.93,1793.58,0.4744
Corset Story,Intimates,Women,100,3858.0,2066.02,1791.98,0.4645
Pendleton,Tops & Tees,Men,39,4090.0,2308.03,1781.97,0.4357
Eddie Bauer,Pants & Capris,Women,48,3797.92,2017.63,1780.29,0.4688
SmartWool,Socks,Men,168,4551.22,2771.24,1779.98,0.3911
Rebecca Taylor,Dresses,Women,8,3325.0,1549.39,1775.61,0.534
Joe's Jeans,Shorts,Women,50,3506.33,1733.71,1772.62,0.5055
Tommy Bahama,Shorts,Men,44,3633.0,1862.92,1770.08,0.4872
BB Dakota,Sweaters,Women,31,3163.93,1395.35,1768.58,0.559
Spanx,Intimates,Women,48,3782.0,2013.76,1768.24,0.4675
Zimmerli of Switzerland,Sweaters,Men,19,3516.05,1748.77,1767.28,0.5026
Alfred Dunner,Pants & Capris,Women,119,3750.9,1986.15,1764.75,0.4705
Orvis,Blazers & Jackets,Women,22,2758.0,995.83,1762.17,0.6389
Bill's Khakis,Pants,Men,26,3310.0,1549.12,1760.88,0.532
Beach Joy,Swim,Women,86,2983.17,1222.67,1760.5,0.5901
Ulla Popken,Blazers & Jackets,Women,22,2898.0,1142.19,1755.81,0.6059
The Pajamagram Company,Sleep & Lounge,Men,67,2899.33,1145.38,1753.95,0.605
Victorinox,Sweaters,Men,28,3524.16,1771.78,1752.38,0.4972
7 Diamonds,Sweaters,Men,26,3485.4,1736.55,1748.85,0.5018
Ted Baker,Suits & Sport Coats,Men,9,3118.5,1372.14,1746.36,0.56
Sanctuary,Shorts,Women,66,3490.17,1745.22,1744.95,0.5
Rebecca Minkoff,Skirts,Women,5,2990.0,1249.82,1740.18,0.582
Carrera,Accessories,Men,37,2925.94,1188.64,1737.3,0.5938
Ibex,Outerwear & Coats,Men,12,3040.0,1304.12,1735.88,0.571
Allegra K,Jumpsuits & Rompers,Women,295,3685.57,1949.95,1735.62,0.4709
BridalPetticoat,Intimates,Women,76,3607.4,1876.62,1730.78,0.4798
Reyn Spooner,Swim,Men,58,4248.0,2520.49,1727.51,0.4067
Ralph Lauren,Sweaters,Women,41,3079.59,1353.4,1726.19,0.5605
Lilly Pulitzer,Dresses,Women,27,3294.16,1574.62,1719.54,0.522
Luli Fama,Swim,Women,35,2933.5,1223.69,1709.81,0.5829
Coquette,Intimates,Women,94,3634.22,1925.47,1708.75,0.4702
Original Penguin,Sweaters,Men,39,3263.41,1555.87,1707.54,0.5232
Nau,Suits & Sport Coats,Men,10,2950.0,1244.9,1705.1,0.578
London Times,Dresses,Women,45,3147.87,1443.14,1704.73,0.5415
Harbor Bay,Sleep & Lounge,Men,58,2809.0,1104.72,1704.28,0.6067
Costa Del Mar,Accessories,Women,14,2975.45,1271.61,1703.84,0.5726
Orvis,Shorts,Men,50,3407.0,1703.56,1703.44,0.5
Filson,Suits & Sport Coats,Men,15,2750.0,1050.9,1699.1,0.6179
DC,Fashion Hoodies & Sweatshirts,Women,55,3132.88,1440.51,1692.37,0.5402
Sons of Anarchy,Outerwear & Coats,Men,26,3115.86,1438.14,1677.72,0.5384
Banana Republic,Sweaters,Men,66,3465.84,1789.83,1676.01,0.4836
Hanes,Socks & Hosiery,Women,134,2782.25,1106.31,1675.94,0.6024
Tri-Mountain,Outerwear & Coats,Men,50,3001.55,1337.98,1663.57,0.5542
Mountain Khakis,Pants,Men,34,2988.46,1325.01,1663.45,0.5566
Bailey 44,Blazers & Jackets,Women,13,2715.5,1053.52,1661.98,0.612
Alternative,Fashion Hoodies & Sweatshirts,Men,73,3680.06,2019.83,1660.23,0.4511
Faconnable,Outerwear & Coats,Men,5,2875.0,1216.13,1658.87,0.577
Harley-Davidson,Fashion Hoodies & Sweatshirts,Men,75,3623.25,1965.55,1657.7,0.4575
Marrikas,Sleep & Lounge,Men,45,2717.55,1065.58,1651.97,0.6079
Arianne,Intimates,Women,70,3594.28,1946.57,1647.71,0.4584
Calvin Klein Jeans,Outerwear & Coats,Men,18,2955.0,1310.34,1644.66,0.5566
Calvin Klein,Sweaters,Women,36,3083.39,1438.85,1644.54,0.5334
Nautica,Shorts,Men,76,3375.26,1731.19,1644.07,0.4871
DC,Tops & Tees,Men,135,3726.49,2082.5,1643.99,0.4412
Kate Spade,Plus,Women,29,3342.32,1699.91,1642.41,0.4914
Hanes,Intimates,Women,261,3480.5,1838.23,1642.27,0.4718
Wacoal,Plus,Women,58,3298.0,1657.23,1640.77,0.4975
Volcom,Shorts,Women,82,3298.45,1658.26,1640.19,0.4973
Kangol,Accessories,Men,62,2762.7,1124.11,1638.59,0.5931
Letarte,Swim,Women,12,2756.0,1118.63,1637.37,0.5941
A:X Armani Exchange,Outerwear & Coats,Men,18,2834.0,1198.4,1635.6,0.5771
Jules & Jim,Maternity,Women,42,2941.98,1309.25,1632.73,0.555
HUE,Sleep & Lounge,Women,140,4048.99,2424.15,1624.84,0.4013
Kenneth Cole REACTION,Pants,Men,66,2974.41,1349.95,1624.46,0.5461
Marc Ecko Cut & Sew,Suits & Sport Coats,Men,31,2705.56,1085.8,1619.76,0.5987
Pendleton,Sleep & Lounge,Men,43,2702.0,1085.38,1616.62,0.5983
Calvin Klein Jeans,Tops & Tees,Men,74,3631.96,2023.92,1608.04,0.4427
The Cat's Pajamas,Sleep & Lounge,Women,53,3959.0,2360.92,1598.08,0.4037
Halston Heritage,Dresses,Women,9,2954.94,1358.4,1596.54,0.5403
Faconnable,Tops & Tees,Men,31,3649.28,2053.14,1596.14,0.4374
Wrangler,Jeans,Women,76,3519.93,1925.09,1594.84,0.4531
Metal Mulisha,Shorts,Men,68,3106.89,1512.27,1594.62,0.5133
prAna,Active,Men,41,2652.55,1058.26,1594.29,0.601
PAIGE,Maternity,Women,17,2767.85,1180.22,1587.63,0.5736
French Connection,Outerwear & Coats,Women,13,2794.56,1208.95,1585.61,0.5674
Bella Materna,Maternity,Women,41,2732.97,1147.38,1585.59,0.5802
BLOOMINGDALES,Sweaters,Men,32,3100.0,1517.21,1582.79,0.5106
AG Adriano Goldschmied,Shorts,Women,30,3023.52,1441.48,1582.04,0.5232
Overland Sheepskin Co,Outerwear & Coats,Women,5,2975.0,1395.27,1579.73,0.531
Roxy,Outerwear & Coats,Women,19,2804.0,1226.86,1577.14,0.5625
Costa Del Mar,Accessories,Men,12,2687.7,1110.58,1577.12,0.5868
Halston Heritage,Outerwear & Coats,Women,6,2825.94,1251.89,1574.05,0.557
O'Neill,Fashion Hoodies & Sweatshirts,Women,54,3029.1,1456.03,1573.07,0.5193
Hot from Hollywood,Swim,Women,66,2674.34,1107.52,1566.82,0.5859
Kenneth Cole,Sweaters,Men,51,3201.68,1635.19,1566.49,0.4893
Ed Hardy,Fashion Hoodies & Sweatshirts,Women,65,2942.72,1377.03,1565.69,0.5321
A:X Armani Exchange,Jeans,Men,30,3360.0,1795.31,1564.69,0.4657
Gucci,Accessories,Women,14,2651.43,1087.59,1563.84,0.5898
FineBrandShop,Suits & Sport Coats,Men,68,2630.0,1070.09,1559.91,0.5931
MANGO,Pants & Capris,Women,82,3204.18,1646.42,1557.76,0.4862
Cashmere Boutique,Sleep & Lounge,Men,9,2611.0,1053.92,1557.08,0.5964
Shadowline,Sleep & Lounge,Women,59,3775.9,2220.91,1554.99,0.4118
BIG STAR,Jeans,Women,29,3295.04,1743.03,1552.01,0.471
SmartTuxedo,Suits & Sport Coats,Men,35,2610.25,1059.41,1550.84,0.5941
Magic Suit,Swim,Women,28,2797.39,1250.19,1547.2,0.5531
LOTUSTRADERS,Blazers & Jackets,Women,49,2546.51,1005.03,1541.48,0.6053
ILSE JACOBSEN,Outerwear & Coats,Women,8,2760.0,1219.92,1540.08,0.558
Aegean,Sleep & Lounge,Women,52,3989.48,2452.13,1537.35,0.3854
Jessie G.,Outerwear & Coats,Women,12,2839.88,1305.33,1534.55,0.5404
Calvin Klein,Pants & Capris,Women,48,3179.02,1647.75,1531.27,0.4817
Vintage,Outerwear & Coats,Men,23,2823.53,1293.67,1529.86,0.5418
Quiksilver,Sweaters,Men,48,2944.21,1417.18,1527.03,0.5187
A:X Armani Exchange,Tops & Tees,Men,81,3422.0,1896.8,1525.2,0.4457
Suit Studio,Suits,Women,44,3878.33,2357.11,1521.22,0.3922
Glamorise,Intimates,Women,76,3185.49,1665.45,1520.04,0.4772
Alpha Industries,Shorts,Men,19,2936.75,1418.28,1518.47,0.5171
Ever-Pretty,Dresses,Women,37,2796.96,1279.27,1517.69,0.5426
Anne Klein,Pants & Capris,Women,46,3333.55,1817.2,1516.35,0.4549
Only Hearts,Blazers & Jackets,Women,16,2347.98,832.37,1515.61,0.6455
Fashion Forms,Intimates,Women,167,3259.3,1744.82,1514.48,0.4647
The North Face,Fashion Hoodies & Sweatshirts,Men,4,3612.0,2098.57,1513.43,0.419
Parker,Blazers & Jackets,Women,10,2481.7,969.2,1512.5,0.6095
DC,Shorts,Men,63,3098.2,1585.96,1512.24,0.4881
Nautica,Sleep & Lounge,Women,121,3711.03,2198.93,1512.1,0.4075
Calvin Klein,Tops & Tees,Women,52,3324.0,1814.15,1509.85,0.4542
PAIGE,Jeans,Men,22,3392.46,1884.16,1508.3,0.4446
Nautica,Swim,Men,101,3801.69,2294.16,1507.53,0.3965
Merry Modes,Intimates,Women,45,3251.7,1745.1,1506.6,0.4633
IZOD,Shorts,Men,111,2999.29,1493.77,1505.52,0.502
Duofold,Active,Women,85,2561.65,1057.6,1504.05,0.5871
Prego,Maternity,Women,43,2731.2,1227.21,1503.99,0.5507
Plenty by Tracy Reese,Dresses,Women,10,2620.0,1116.06,1503.94,0.574
Miss Sixty,Dresses,Women,25,2793.88,1290.62,1503.26,0.5381
Orvis,Pants & Capris,Women,42,3222.0,1723.52,1498.48,0.4651
J BRAND,Maternity,Women,14,2700.0,1207.46,1492.54,0.5528
Miss Sixty,Outerwear & Coats,Women,24,2579.88,1087.4,1492.48,0.5785
Athena,Swim,Women,38,2611.06,1120.67,1490.39,0.5708
Boston Harbour,Outerwear & Coats,Men,11,2722.5,1233.29,1489.21,0.547
O'Neill,Fashion Hoodies & Sweatshirts,Men,64,3321.18,1833.47,1487.71,0.4479
Original Penguin,Fashion Hoodies & Sweatshirts,Men,37,3161.48,1674.03,1487.45,0.4705
Mycra Pac,Outerwear & Coats,Women,10,2600.0,1114.31,1485.69,0.5714
Rich & Skinny,Jeans,Women,20,3343.0,1857.81,1485.19,0.4443
Bslingerie,Intimates,Women,147,3182.15,1698.14,1484.01,0.4664
True Religion,Pants & Capris,Women,6,2917.94,1434.71,1483.23,0.5083
Ben Sherman,Fashion Hoodies & Sweatshirts,Men,29,3400.0,1918.18,1481.82,0.4358
The Savile Row Company,Suits & Sport Coats,Men,10,2553.0,1076.98,1476.02,0.5782
TapouT,Fashion Hoodies & Sweatshirts,Men,74,3333.93,1858.07,1475.86,0.4427
Mountain Hardwear,Active,Men,13,2454.47,979.65,1474.82,0.6009
Wrangler,Tops & Tees,Men,99,3294.84,1823.63,1471.21,0.4465
Hanes,Active,Men,129,2537.34,1067.29,1470.05,0.5794
Kenneth Cole REACTION,Outerwear & Coats,Men,29,2623.19,1153.64,1469.55,0.5602
RAB,Outerwear & Coats,Men,8,2600.0,1133.6,1466.4,0.564
Alex Cannon,Sweaters,Men,40,2799.6,1339.05,1460.55,0.5217
Dockers,Outerwear & Coats,Men,43,2623.77,1163.33,1460.44,0.5566
HUE,Socks & Hosiery,Women,204,2456.61,997.09,1459.52,0.5941
Allen Allen,Fashion Hoodies & Sweatshirts,Women,44,2662.01,1202.61,1459.4,0.5482
G by GUESS,Jeans,Men,60,3075.0,1615.72,1459.28,0.4746
FactoryExtreme,Fashion Hoodies & Sweatshirts,Women,14,2831.72,1372.5,1459.22,0.5153
Tommy Hilfiger,Underwear,Men,116,2771.0,1313.15,1457.85,0.5261
Raffi,Sweaters,Men,17,2845.0,1391.06,1453.94,0.511
Carhartt,Shorts,Men,68,2894.54,1441.45,1453.09,0.502
Calvin Klein,Sleep & Lounge,Women,77,3467.55,2017.57,1449.98,0.4182
Rusty,Shorts,Men,69,2961.21,1511.84,1449.37,0.4895
Persol,Accessories,Men,14,2286.71,837.66,1449.05,0.6337
Pendleton,Pants & Capris,Women,47,3176.18,1728.07,1448.11,0.4559
Quiksilver,Outerwear & Coats,Men,21,2596.5,1148.84,1447.66,0.5575
BCBGMAXAZRIA,Skirts,Women,15,2370.0,925.93,1444.07,0.6093
Vince Camuto,Blazers & Jackets,Women,15,2315.05,873.01,1442.04,0.6229
Port Authority,Sweaters,Men,88,2888.65,1447.41,1441.24,0.4989
HoodieBuddie,Fashion Hoodies & Sweatshirts,Men,60,3235.78,1797.24,1438.54,0.4446
Vince,Sweaters,Men,20,2744.83,1306.7,1438.13,0.5239
Barbour,Sweaters,Men,10,2992.97,1555.55,1437.42,0.4803
Only Hearts,Skirts,Women,37,2321.52,884.56,1436.96,0.619
Robert Rodriguez,Tops & Tees,Women,12,3340.0,1906.66,1433.34,0.4291
Canada Goose,Active,Men,3,2445.0,1012.23,1432.77,0.586
Columbia,Pants,Men,43,2648.58,1216.58,1432.0,0.5407
IZOD,Sweaters,Men,75,2888.0,1456.49,1431.51,0.4957
Robert Rodriguez,Blazers & Jackets,Women,11,2303.42,875.0,1428.42,0.6201
Columbia,Sweaters,Men,37,2889.62,1461.52,1428.1,0.4942
Coolibar,Swim,Women,48,2529.76,1103.88,1425.88,0.5636
Thorlo,Active,Men,102,2424.14,998.34,1425.8,0.5882
Hard Tail,Skirts,Women,30,2286.0,864.65,1421.35,0.6218
District Threads,Fashion Hoodies & Sweatshirts,Women,80,2659.88,1238.68,1421.2,0.5343
Nautica,Jeans,Men,62,2958.45,1537.78,1420.67,0.4802
Allegra K,Shorts,Women,271,2834.57,1414.36,1420.21,0.501
Oakley,Outerwear & Coats,Men,13,2700.0,1284.6,1415.4,0.5242
Touch of Europe Flannel Pants,Sleep & Lounge,Men,90,2338.1,923.6,1414.5,0.605
Calvin Klein,Sleep & Lounge,Men,60,2300.96,887.58,1413.38,0.6143
Metal Mulisha,Fashion Hoodies & Sweatshirts,Women,50,2660.49,1247.84,1412.65,0.531
Matix,Shorts,Men,64,2807.68,1398.69,1408.99,0.5018
Marmot,Outerwear & Coats,Women,13,2400.0,995.5,1404.5,0.5852
Gregg Homme,Underwear,Men,102,2621.05,1218.4,1402.65,0.5351
Queenshiny,Outerwear & Coats,Women,11,2669.0,1266.98,1402.02,0.5253
2b by bebe,Dresses,Women,62,2528.9,1127.14,1401.76,0.5543
Kenneth Cole,Blazers & Jackets,Women,15,2191.85,790.27,1401.58,0.6395
Shaper Corset,Intimates,Women,36,3017.64,1616.97,1400.67,0.4642
The Pajamagram Company,Sleep & Lounge,Women,54,3541.46,2143.23,1398.23,0.3948
Sunsets,Swim,Women,33,2412.0,1014.7,1397.3,0.5793
Quiksilver,Tops & Tees,Men,76,3190.26,1793.06,1397.2,0.438
