brand,category,department,units_sold_90d,sales_dollars_90d,inventory_units,inventory_cost,unit_cover_ratio,action_flag
MontBell,Outerwear & Coats,Men,5,963,45,3734.4433953398088,9,Markdown Risk
Anne Klein,Dresses,Women,10,960.51999282836914,197,9441.466896893151,19.7,Margin Watch
Bullhead,Pants,Men,20,959.95999908447266,195,3858.6421987294029,9.75,Hold
Giorgio Cerruti,Suits & Sport Coats,Men,14,959.29996490478516,254,6858.6151573804518,18.14,Margin Watch
Port Authority,Suits & Sport Coats,Men,14,958.109992980957,163,4698.2300701257855,11.64,Margin Watch
HOBO,Accessories,Women,12,958.03000640869141,104,3343.8479736481213,8.67,Margin Watch
Andrew Marc,Outerwear & Coats,Men,2,958,15,3089.5500112418085,7.5,Markdown Risk
Wool Overs,Sweaters,Men,22,954,217,4586.3029951169156,9.86,Hold
AG Adriano Goldschmied,Pants,Men,7,953.95999145507812,129,9246.1399207186878,18.43,Markdown Risk
Naturally by Derek Rose,Sleep & Lounge,Men,11,952.33000183105469,117,4454.2391921192584,10.64,Margin Watch
Spa & Resort,Sleep & Lounge,Men,18,950.09999084472656,308,6684.778250562,17.11,Margin Watch
Patty,Tops & Tees,Women,30,948.24999809265137,432,7821.1979313706952,14.4,Hold
Patty,Dresses,Women,25,947.54999923706055,222,3782.7486803969946,8.88,Hold
Woolrich,Outerwear & Coats,Women,7,947,89,5176.96579464016,12.71,Markdown Risk
Alpinestars,Fashion Hoodies & Sweatshirts,Men,19,942.20999145507812,205,5931.4235994795272,10.79,Margin Watch
Momo Maternity,Maternity,Women,10,940,116,4610.5040161903016,11.6,Margin Watch
Tasso Elba,Suits & Sport Coats,Men,8,939.92000579833973,130,5833.332095818274,16.25,Markdown Risk
Polo Ralph Lauren,Outerwear & Coats,Men,7,939.88997650146484,73,4347.690930929848,10.43,Markdown Risk
Fruit of the Loom,Underwear,Men,42,939.10999965667725,755,8195.1508676254271,17.98,Hold
Life Is Good,Fashion Hoodies & Sweatshirts,Women,14,929,195,5824.4490105984733,13.93,Margin Watch
Oakley,Plus,Women,7,928.93999481201172,149,10150.304814094185,21.29,Markdown Risk
Nike,Active,Men,22,926.97999954223633,291,5157.6223886716716,13.23,Hold
Playtex,Intimates,Women,26,922.95000457763672,299,5725.241628388545,11.5,Hold
Carhartt,Accessories,Men,34,922.62000465393066,379,3744.8601178705717,11.15,Hold
Calvin Klein Jeans,Jeans,Women,19,920.82000732421875,310,8931.3733768792026,16.32,Margin Watch
Carhartt,Pants,Men,14,918.93999481201172,165,6527.3587162259546,11.79,Margin Watch
Spanx,Intimates,Women,11,918,121,5000.6479937192053,11,Margin Watch
FactoryExtreme,Suits & Sport Coats,Men,4,916.91998291015614,49,4552.4373602219521,12.25,Markdown Risk
ECHO,Swim,Women,16,915.54000091552734,210,5899.6756371168649,13.13,Margin Watch
Alex Cannon,Sweaters,Men,13,909.86997222900391,71,2377.2102808220329,5.46,Margin Watch
Gold Toe,Socks,Men,40,908.74000549316406,428,6379.1625051363353,10.7,Hold
Olian,Maternity,Women,8,907.77000427246094,81,4227.4845909236965,10.13,Markdown Risk
Kate Spade,Plus,Women,6,906.68000793457031,61,3370.2239274200797,10.17,Markdown Risk
SmartWool,Active,Men,15,906.58000946044922,240,7199.4340404061368,16,Margin Watch
Rusty,Swim,Men,17,906.5,188,5466.5482725422871,11.06,Margin Watch
Jordan,Socks,Men,1,903,13,7242.9630283378065,13,Markdown Risk
G-Star,Suits & Sport Coats,Men,3,900,32,4617.2399877011776,10.67,Markdown Risk
Sanctuary,Pants & Capris,Women,9,899.38999938964844,97,4026.0126138898063,10.78,Markdown Risk
Catherine Malandrino,Pants & Capris,Women,1,895,6,1430.8879108399583,6,Markdown Risk
J.C. Rags,Suits & Sport Coats,Men,6,892.11000823974609,64,3871.9106129871743,10.67,Markdown Risk
KUT from the Kloth,Jeans,Women,15,890.50000381469727,210,7298.0157272866427,14,Margin Watch
Hurley,Fashion Hoodies & Sweatshirts,Women,17,886.90000152587891,259,6131.5864640419777,15.24,Margin Watch
Halston Heritage,Skirts,Women,3,885,11,1447.2699954546988,3.67,Markdown Risk
BCBGeneration,Dresses,Women,9,877.97999572753906,127,5645.0598762943637,14.11,Markdown Risk
Ed Garments,Sweaters,Men,15,876.85000610351562,169,4546.6296540178428,11.27,Margin Watch
TUMI,Accessories,Men,11,876.01000022888184,133,3720.2263718072895,12.09,Margin Watch
Original Penguin,Fashion Hoodies & Sweatshirts,Men,10,873.2599983215332,125,5703.4334908704668,12.5,Margin Watch
Ibex,Sweaters,Women,6,864.94999694824219,28,1633.6069945734293,4.67,Markdown Risk
Jessica Simpson,Outerwear & Coats,Women,6,864.66998291015625,52,3298.0892718822029,8.67,Markdown Risk
ZOO YORK,Fashion Hoodies & Sweatshirts,Men,15,863.46999931335449,162,4941.2843392329723,10.8,Margin Watch
Merrell,Outerwear & Coats,Women,4,862.73002624511719,40,3793.9927556288139,10,Markdown Risk
Mavi,Jeans,Men,10,861.1099967956543,178,8957.92447994922,17.8,Margin Watch
prAna,Active,Women,10,861,110,3888.5510167200118,11,Margin Watch
Trina Turk,Outerwear & Coats,Women,3,857.63998413085938,42,5100.0896402156477,14,Markdown Risk
Maternal America,Maternity,Women,11,855.23999786376953,136,5097.8413730933853,12.36,Margin Watch
Robert Rodriguez,Tops & Tees,Women,3,855,27,4293.1849929678719,9,Markdown Risk
Hanro,Intimates,Women,12,855,151,5655.6424416318423,12.58,Margin Watch
Activewear Apparel,Fashion Hoodies & Sweatshirts,Women,22,854.78003692626953,221,4027.9319410414942,10.05,Hold
Perry Ellis,Pants,Men,17,854.41001129150391,271,5612.2356616080042,15.94,Margin Watch
Polo Ralph Lauren,Fashion Hoodies & Sweatshirts,Men,8,852.98000335693359,73,4412.855601284391,9.13,Markdown Risk
Caravelli,Suits & Sport Coats,Men,8,849.5999755859375,119,4896.4291839749831,14.88,Markdown Risk
Calvin Klein Jeans,Sweaters,Men,13,847.8800048828125,174,5703.6340461372611,13.38,Margin Watch
Sweet Mommy,Maternity,Women,10,847.5,102,3920.9435104483273,10.2,Margin Watch
Woolrich,Sweaters,Men,8,846.9900016784668,129,6113.40773465226,16.13,Markdown Risk
Kate Spade,Accessories,Women,7,841.88999176025391,104,4783.9463858612235,14.86,Markdown Risk
Alexander Del Rossa,Sleep & Lounge,Men,20,840.79999732971191,229,4240.0539874864853,11.45,Hold
2XU,Active,Men,10,838.18000030517578,143,4846.1048245726624,14.3,Margin Watch
Austin Reed,Suits & Sport Coats,Men,7,837.16000366210938,136,7088.62747132275,19.43,Markdown Risk
True Religion,Pants & Capris,Women,3,832.94000244140625,20,4082.0931840426365,6.67,Markdown Risk
Robert Graham,Shorts,Men,6,831.22000122070312,64,4487.4279033412868,10.67,Markdown Risk
Nicole Miller,Outerwear & Coats,Women,6,829.44000244140625,49,2973.2115409597536,8.17,Markdown Risk
Only Hearts,Intimates,Women,13,828,181,5777.6829904098995,13.92,Margin Watch
Lee,Jeans,Men,23,826.60000801086426,302,6017.9998138842393,13.13,Hold
Orvis,Shorts,Men,12,826,104,3722.50300026685,8.67,Margin Watch
Reef,Swim,Men,13,822.85000228881836,98,3743.6714230968846,7.54,Margin Watch
London Times,Dresses,Women,9,820.45000076293945,144,4681.49879604707,16,Markdown Risk
Dockers,Outerwear & Coats,Men,13,819.57000732421875,121,3304.4093436755725,9.31,Margin Watch
Neon Buddha,Tops & Tees,Women,11,818,127,5251.7559853792191,11.55,Margin Watch
BB Dakota,Sweaters,Women,8,816.97999572753906,90,4099.9787358744343,11.25,Markdown Risk
Canada Goose,Active,Men,1,815,7,2361.870009903796,7,Markdown Risk
Fred Perry,Pants,Men,7,814.79998779296875,43,2134.9159669725918,6.14,Markdown Risk
SmartWool,Socks,Men,32,814.61000919342041,351,6227.55911394086,10.97,Hold
Nautica,Shorts,Men,21,812.77000999450684,186,3982.1202118683054,8.86,Hold
Tru-Spec,Pants,Men,15,812.130012512207,187,4908.21301615346,12.47,Margin Watch
IZOD,Shorts,Men,32,811.29000759124756,257,3521.8593721463226,8.03,Hold
RVCA,Swim,Men,14,810.33000183105469,185,6262.5570157191169,13.21,Margin Watch
Affliction,Jeans,Women,6,810,58,4311.0299946530722,9.67,Markdown Risk
Volcom,Shorts,Men,17,809.21000099182129,232,5586.3758725801163,13.65,Margin Watch
Reyn Spooner,Swim,Men,11,806.25,137,6018.1657624661748,12.45,Margin Watch
Ulla Popken,Clothing Sets,Women,5,805,18,1898.54898902867,3.6,Markdown Risk
What Goes Around Comes Around,Jumpsuits & Rompers,Women,4,804.79998779296864,14,1414.0335742289665,3.5,Markdown Risk
Becca by Rebecca Virtue,Swim,Women,12,804,160,4954.1320196315646,13.33,Margin Watch
Dickies,Jeans,Men,20,800.97001266479492,266,5754.4244454918,13.3,Hold
PUMA,Active,Men,12,796.19000434875488,236,6590.9831644077476,19.67,Margin Watch
Underworks,Underwear,Men,17,794.83000755310059,228,5436.6741676941929,13.41,Margin Watch
Kenneth Cole REACTION,Outerwear & Coats,Men,8,793.60998916625977,83,3638.1235362577836,10.38,Markdown Risk
Skedouche,Sweaters,Men,10,792.89997863769531,140,5402.3947702668047,14,Margin Watch
NOM,Maternity,Women,11,792.329999923706,137,4643.7937446000305,12.45,Margin Watch
Fred Perry,Outerwear & Coats,Men,3,790,31,3770.7500114291906,10.33,Markdown Risk
Paul Frank,Fashion Hoodies & Sweatshirts,Women,16,788.09999465942383,124,2853.1904044048615,7.75,Margin Watch
Wrangler,Shorts,Men,24,787.05999565124512,333,5732.0163602030261,13.88,Hold
Gary Majdell Sport,Swim,Men,37,786.4099760055542,480,5994.8627895754553,12.97,Hold
French Connection,Suits & Sport Coats,Men,3,784,31,3350.6119895158336,10.33,Markdown Risk
Hello Kitty,Sleep & Lounge,Women,28,783.5100040435791,278,4587.0825879565027,9.93,Hold
Pearl iZUMi,Active,Men,10,783.16999053955078,105,3354.746010970754,10.5,Margin Watch
A:X Armani Exchange,Fashion Hoodies & Sweatshirts,Men,8,782,78,4057.0480083599687,9.75,Markdown Risk
Hanky Panky,Intimates,Women,13,781.89999389648438,191,5659.2140156892547,14.69,Margin Watch
Shadowline,Sleep & Lounge,Women,12,780,141,5434.4150205988062,11.75,Margin Watch
Van Heusen,Tops & Tees,Men,20,778.19001007080078,391,8676.7210042017068,19.55,Hold
Calvin Klein,Tops & Tees,Women,11,774.5,138,5052.3514887960628,12.55,Margin Watch
C-IN2,Underwear,Men,29,772,424,5306.4701800765151,14.62,Hold
Ed Hardy,Fashion Hoodies & Sweatshirts,Men,12,768.89001846313477,173,5672.4260638323876,14.42,Margin Watch
Harbor Bay,Sleep & Lounge,Men,13,766,131,2402.6689928192645,10.08,Margin Watch
Tokidoki,Fashion Hoodies & Sweatshirts,Women,13,765.59999847412109,109,3142.3444093243766,8.38,Margin Watch
Ecoscapes,Maternity,Women,21,763.12001037597656,244,3895.8982561378821,11.62,Hold
LRG,Fashion Hoodies & Sweatshirts,Men,9,762,156,6181.0469319187168,17.33,Markdown Risk
Bolzano,Suits & Sport Coats,Men,10,759.49997329711914,116,3173.2642970100642,11.6,Margin Watch
Moods of Norway,Sweaters,Men,5,755,57,4472.578000841313,11.4,Markdown Risk
Alexander Del Rossa,Sleep & Lounge,Women,19,753.81000518798828,238,6496.0237924416551,12.53,Margin Watch
Polo Ralph Lauren,Tops & Tees,Men,9,753,110,4308.6714831867848,12.22,Markdown Risk
Roxy,Shorts,Women,21,750.56000518798828,201,3862.756413739392,9.57,Hold
Overland Sheepskin Co,Outerwear & Coats,Men,2,750,23,3328.3950101071969,11.5,Markdown Risk
Dolce & Gabbana,Blazers & Jackets,Women,2,750,12,1732.5000115670264,6,Markdown Risk
Nobis,Outerwear & Coats,Men,1,750,25,8769.0000394359231,25,Markdown Risk
Barely There,Intimates,Women,37,749.7400016784668,407,4864.8407810681074,11,Hold
Bella Materna,Maternity,Women,12,748,131,3791.8965711823007,10.92,Margin Watch
Queenshiny,Sweaters,Women,3,747,35,4557.5339978914708,11.67,Markdown Risk
Joe's Jeans,Shorts,Women,7,746.97999954223633,95,3700.9444439803096,13.57,Markdown Risk
Icebreaker,Active,Men,11,746.95999145507812,129,5982.2575409122173,11.73,Margin Watch
Siwy,Shorts,Women,5,746,57,4082.4310018122196,11.4,Markdown Risk
DC,Tops & Tees,Men,27,742.98000335693359,315,5185.2642832809506,11.67,Hold
Kenneth Cole,Suits & Sport Coats,Men,6,739.45000457763672,92,5080.6335884894415,15.33,Markdown Risk
Calvin Klein Jeans,Jeans,Men,12,739.13999938964844,150,5007.4097379302029,12.5,Margin Watch
Paddi Murphy,Sleep & Lounge,Women,7,734.89999389648438,76,4880.1660115692275,10.86,Markdown Risk
Alfred Dunner,Pants & Capris,Women,22,730.8599967956543,266,4461.1517646938773,12.09,Hold
Quiksilver,Tops & Tees,Men,16,730.329999923706,207,5010.3965388927227,12.94,Margin Watch
DREAMS,Sleep & Lounge,Women,26,729.74001121521,259,4321.4231913135727,9.96,Hold
Diesel,Fashion Hoodies & Sweatshirts,Men,6,728.13999938964844,57,3537.93108697361,9.5,Markdown Risk
Sutton Studio,Pants & Capris,Women,11,727.96001434326172,72,3215.8627875856123,6.55,Margin Watch
7 For All Mankind,Shorts,Men,8,727.199981689453,44,2142.3185762004568,5.5,Markdown Risk
Emporio Armani,Underwear,Men,23,726.19000244140625,367,5608.633915462151,15.96,Hold
DC,Shorts,Men,16,723.80000305175781,156,3661.30856193438,9.75,Margin Watch
Calvin Klein,Pants & Capris,Women,10,721.88999557495117,114,3911.8670771237948,11.4,Margin Watch
Mod-O-Doc,Fashion Hoodies & Sweatshirts,Women,10,720.55000114440918,84,2519.8541762986147,8.4,Margin Watch
Icebreaker,Sweaters,Men,3,720,62,6844.6126211762221,20.67,Markdown Risk
G-Star,Shorts,Men,6,720,52,3440.67000400275,8.67,Markdown Risk
Bikeraccess,Suits & Sport Coats,Men,3,719.9700164794923,16,1605.0531480411337,5.33,Markdown Risk
U.S. Polo Assn.,Tops & Tees,Men,24,719.89999961853027,331,5787.7023651035051,13.79,Hold
Stormy Kromer,Pants,Men,4,719.79998779296875,23,2087.4014230976504,5.75,Markdown Risk
Cinch,Jeans,Men,11,718.88998794555664,120,4341.7729143098823,10.91,Margin Watch
Queenshiny,Outerwear & Coats,Women,2,718,8,1328.532996609807,4,Markdown Risk
Kensie,Sweaters,Women,15,716.27999877929688,90,2119.4298835536842,6,Margin Watch
Harley-Davidson,Fashion Hoodies & Sweatshirts,Men,14,715.30001068115234,182,4890.9314799488966,13,Margin Watch
laundry by SHELLI SEGAL,Outerwear & Coats,Women,5,714.30999755859375,65,4346.1669913802025,13,Markdown Risk
Tommy Hilfiger,Sleep & Lounge,Women,18,713.55998992919922,153,3425.4804534787254,8.5,Margin Watch
Port Authority,Outerwear & Coats,Men,10,710.04999542236328,203,6839.0217073119184,20.3,Margin Watch
Outdoor Research,Outerwear & Coats,Men,4,710,70,7570.4300234233961,17.5,Markdown Risk
Ralph Lauren,Sweaters,Women,9,709.90998077392578,90,2926.3251698885115,10,Markdown Risk
HUE,Sleep & Lounge,Women,26,708.77000045776367,290,4966.6329192704816,11.15,Hold
Bottoms Out,Sleep & Lounge,Men,32,706,516,4633.0521974541534,16.13,Hold
Quiksilver,Sweaters,Men,12,704.73000717163086,96,3111.6501564296777,8,Margin Watch
BIG STAR,Jeans,Women,6,701.25999450683594,76,4663.0004274423482,12.67,Markdown Risk
Cole Haan,Outerwear & Coats,Men,2,700,17,2394.192516595358,8.5,Markdown Risk
ExOfficio,Active,Women,13,698.98999977111816,172,3363.5911724693647,13.23,Margin Watch
Harriton,Tops & Tees,Men,19,697.28000831604,148,2709.5261440356112,7.79,Margin Watch
Wrangler,Jeans,Women,13,695.49000358581543,161,4121.7277694128516,12.38,Margin Watch
Vince,Fashion Hoodies & Sweatshirts,Men,5,694.97999572753906,48,3931.8956365223617,9.6,Markdown Risk
Ben Sherman,Sweaters,Men,6,694.10001373291016,109,5655.1666224497112,18.17,Markdown Risk
Ted Baker,Suits & Sport Coats,Men,2,693,31,4687.4519809372723,15.5,Markdown Risk
PAIGE,Jeans,Men,4,692,38,3392.6471738943942,9.5,Markdown Risk
Cardi International,Suits & Sport Coats,Men,8,691.59997558593739,119,4041.8505465967228,14.88,Markdown Risk
London Fog,Outerwear & Coats,Women,7,690,144,7128.805107668958,20.57,Markdown Risk
ILSE JACOBSEN,Outerwear & Coats,Women,2,690,13,1982.369994954206,6.5,Markdown Risk
U.S. Polo Assn.,Outerwear & Coats,Men,15,689.850025177002,114,2232.8299776934032,7.6,Margin Watch
TYR,Swim,Women,11,688.84999084472656,141,3391.7003610890961,12.82,Margin Watch
LeggingsQueen,Leggings,Women,30,685.500018119812,294,4194.7296245121524,9.8,Hold
Carhartt,Fashion Hoodies & Sweatshirts,Men,9,685.40999221801746,119,5984.4315045638023,13.22,Markdown Risk
7 Diamonds,Sweaters,Men,5,683.84999847412109,49,3097.5297873273084,9.8,Markdown Risk
Ice,Suits,Women,15,678.8499927520752,236,6295.4932893926116,15.73,Margin Watch
Volcom,Swim,Women,12,677.16998481750488,126,2307.4235289030971,10.5,Margin Watch
Lee,Jeans,Women,20,676.93001937866211,317,5746.6576943187756,15.85,Hold
D.E.P.T.,Outerwear & Coats,Women,4,676.84999847412109,37,2880.8186923832554,9.25,Markdown Risk
Vince Camuto,Blazers & Jackets,Women,5,675.10000610351562,43,2530.7061711948054,8.6,Markdown Risk
Persol,Accessories,Men,4,673.69000244140625,51,3246.2128063469127,12.75,Markdown Risk
Three Dots,Tops & Tees,Women,11,673.55999755859375,126,4117.5254288178621,11.45,Margin Watch
St Croix,Sweaters,Men,2,670,28,3593.6799995601177,14,Markdown Risk
Anita,Intimates,Women,10,669.13999938964844,66,2301.2396652610882,6.6,Margin Watch
Marrikas,Sleep & Lounge,Men,11,665.89001846313477,110,2656.2700262282915,10,Margin Watch
Tommy Hilfiger,Sweaters,Women,16,664.82002639770508,238,4685.4531030674307,14.88,Margin Watch
robesale,Sleep & Lounge,Men,16,661.20001220703125,96,1619.5767236715792,6,Margin Watch
Daniel Buchler,Sleep & Lounge,Men,12,659.31999206542969,161,3522.06177505391,13.42,Margin Watch
Rich & Skinny,Jeans,Women,4,658,34,3081.8199938777834,8.5,Markdown Risk
Lindy Bop,Dresses,Women,14,657.86002349853516,182,3873.5327032073856,13,Margin Watch
Allegra K,Tops & Tees,Women,62,657.37000179290771,879,5239.3576677975516,14.18,Hold
Hillside USA Leather Inc.,Suits & Sport Coats,Men,3,657,52,4220.6189858075231,17.33,Markdown Risk
Y&G,Suits & Sport Coats,Men,18,656.10001373291016,263,3928.5966691971771,14.61,Margin Watch
GUESS by Marciano,Suits & Sport Coats,Men,2,656,15,1963.0799924349412,7.5,Markdown Risk
Anne Klein,Sweaters,Women,4,656,39,2635.2289946973324,9.75,Markdown Risk
laundry by SHELLI SEGAL,Dresses,Women,3,655,51,4862.3742230938142,17,Markdown Risk
A:X Armani Exchange,Suits & Sport Coats,Men,3,654,24,1847.867985717952,8,Markdown Risk
Rebecca Taylor,Sweaters,Women,2,650,17,2651.999992178753,8.5,Markdown Risk
GUESS,Jeans,Women,6,650,63,4217.0689957258292,10.5,Markdown Risk
TEXTILE Elizabeth and James,Jeans,Women,3,650,26,2973.407997906208,8.67,Markdown Risk
Hart Schaffner Marx,Suits & Sport Coats,Men,4,649.96002197265625,33,2155.1603324074363,8.25,Markdown Risk
Eddie Bauer,Jeans,Men,10,649.49996948242188,86,3006.1456538215853,8.6,Margin Watch
Anne Klein,Suits,Women,4,649.28997802734375,57,5630.6092662007886,14.25,Markdown Risk
AG Adriano Goldschmied,Shorts,Women,6,647.40000152587891,52,2567.6450470091918,8.67,Markdown Risk
Calvin Klein,Fashion Hoodies & Sweatshirts,Men,9,647.04000091552734,171,7162.4966740757236,19,Markdown Risk
American Apparel,Shorts,Women,18,646,280,5643.8539969883859,15.56,Margin Watch
Nautica,Pants,Men,11,645.95999908447266,181,5108.220721791693,16.45,Margin Watch
LOTUSTRADERS,Pants & Capris,Women,15,644.850025177002,127,2853.4460883669335,8.47,Margin Watch
Nautica,Swim,Men,17,644.76000595092773,196,4337.0796327654461,11.53,Margin Watch
Kenneth Cole,Pants,Men,13,641.29000854492188,148,3989.5142383757184,11.38,Margin Watch
66 North,Outerwear & Coats,Men,4,639.96002197265625,18,1186.48588211051,4.5,Markdown Risk
Anne Klein,Skirts,Women,7,639.60000228881836,115,3335.7677428964025,16.43,Markdown Risk
Michael Kors,Sweaters,Men,3,639.45001220703125,75,8073.7840872472025,25,Markdown Risk
Nautica,Outerwear & Coats,Men,7,637.83000183105469,104,4745.35265149895,14.86,Markdown Risk
Carnival,Intimates,Women,12,636,145,3675.9139956571162,12.08,Margin Watch
IZOD,Sweaters,Men,15,634.48999786376953,163,3433.3814923860659,10.87,Margin Watch
Vans,Fashion Hoodies & Sweatshirts,Men,14,634.319995880127,174,4368.8844356935633,12.43,Margin Watch
Faconnable,Tops & Tees,Men,5,634,90,6488.74879173809,18,Markdown Risk
Beyond Yoga,Active,Women,8,633,95,3092.9720169566572,11.88,Markdown Risk
Annee Matthew,Maternity,Women,7,632,55,2450.6190039534122,7.86,Markdown Risk
Swim Systems,Swim,Women,7,630,71,2713.9520138017833,10.14,Markdown Risk
Suit Studio,Suits,Women,9,629.92002105712891,133,7062.9720363718607,14.78,Markdown Risk
Alpinestars,Swim,Men,9,629.42000198364258,94,3379.0580795696237,10.44,Markdown Risk
2b by bebe,Dresses,Women,16,629.20001220703125,140,2504.119245372116,8.75,Margin Watch
Mara Hoffman,Sweaters,Women,2,629.0999755859375,10,1459.5119423750712,5,Markdown Risk
Tri-Mountain,Fashion Hoodies & Sweatshirts,Men,7,628.91000366210938,65,2893.1342348653161,9.29,Markdown Risk
Chaus,Sweaters,Women,11,628.89999389648438,88,2482.7514908723092,8,Margin Watch
Knothe,Sleep & Lounge,Men,15,628.48999786376953,204,3876.6392474924564,13.6,Margin Watch
Beach Joy,Swim,Women,18,626.83002853393555,170,2445.5025132654387,9.44,Margin Watch
